"year","month","brand","model","value"
2024,9,"NISSAN","PRIMASTAR",121
2024,9,"NISSAN","QASHQAI",821
2024,9,"NISSAN","TOWNSTAR",258
2024,9,"NISSAN","X-TRAIL",480
2024,9,"OPEL","ASTRA",3780
2024,9,"OPEL","COMBO",98
2024,9,"OPEL","CORSA",3526
2024,9,"OPEL","CROSSLAND X",423
2024,9,"OPEL","FRONTERA",24
2024,9,"OPEL","GRANDLAND X",1532
2024,9,"OPEL","MOKKA",1577
2024,9,"OPEL","MOVANO",33
2024,9,"OPEL","VIVARO",9
2024,9,"OPEL","ZAFIRA LIFE",183
2024,9,"PEUGEOT","208",1466
2024,9,"PEUGEOT","308",1007
2024,9,"PEUGEOT","408",166
2024,9,"PEUGEOT","508",224
2024,9,"PEUGEOT","2008",1334
2024,9,"PEUGEOT","3008",663
2024,9,"PEUGEOT","5008",448
2024,9,"PEUGEOT","BOXER",161
2024,9,"PEUGEOT","EXPERT",22
2024,9,"PEUGEOT","RIFTER",20
2024,9,"POLESTAR","2",59
2024,9,"POLESTAR","3",45
2024,9,"POLESTAR","4",194
2024,9,"PORSCHE","911",380
2024,9,"PORSCHE","BOXSTER",29
2024,9,"PORSCHE","CAYENNE",569
2024,9,"PORSCHE","CAYMAN",40
2024,9,"PORSCHE","MACAN",564
2024,9,"PORSCHE","PANAMERA",117
2024,9,"PORSCHE","TAYCAN",376
2024,9,"RENAULT","ARKANA",402
2024,9,"RENAULT","AUSTRAL",587
2024,9,"RENAULT","CAPTUR",685
2024,9,"RENAULT","CLIO",1045
2024,9,"RENAULT","ESPACE",163
2024,9,"RENAULT","KANGOO",221
2024,9,"RENAULT","KOLEOS",35
2024,9,"RENAULT","MASTER",88
2024,9,"RENAULT","MEGANE",62
2024,9,"RENAULT","R5",1
2024,9,"RENAULT","RAFALE",134
2024,9,"RENAULT","SCENIC",134
2024,9,"RENAULT","SYMBIOZ",137
2024,9,"RENAULT","TRAFIC",74
2024,9,"RENAULT","TWINGO",99
2024,9,"RENAULT","ZOE",11
2024,9,"ROLLS ROYCE","CULLINAN",4
2024,9,"ROLLS ROYCE","SPECTRE",3
2024,9,"SEAT","ARONA",1552
2024,9,"SEAT","ATECA",2339
2024,9,"SEAT","BORN",1501
2024,9,"SEAT","FORMENTOR",1323
2024,9,"SEAT","IBIZA",1546
2024,9,"SEAT","LEON",2069
2024,9,"SEAT","TARRACO",144
2024,9,"SEAT","TAVASCAN",369
2024,9,"SEAT","TERRAMAR",5
2024,9,"SKODA","ENYAQ",3406
2024,9,"SKODA","FABIA",1935
2024,9,"SKODA","KAMIQ",1870
2024,9,"SKODA","KAROQ",2416
2024,9,"SKODA","KODIAQ",2059
2024,9,"SKODA","OCTAVIA",3602
2024,9,"SKODA","SCALA",656
2024,9,"SKODA","SUPERB",1264
2024,9,"SMART","1",452
2024,9,"SMART","3",143
2024,9,"SMART","FORTWO",3
2024,9,"SSANGYONG","KORANDO",35
2024,9,"SSANGYONG","REXTON",15
2024,9,"SSANGYONG","TIVOLI",34
2024,9,"SSANGYONG","TORRES",12
2024,9,"SUBARU","BRZ",22
2024,9,"SUBARU","FORESTER",122
2024,9,"SUBARU","IMPREZA",8
2024,9,"SUBARU","OUTBACK",110
2024,9,"SUBARU","SOLTERRA",9
2024,9,"SUBARU","XV",86
2024,9,"SUZUKI","ACROSS",25
2024,9,"SUZUKI","IGNIS",516
2024,9,"SUZUKI","JIMNY",
2024,9,"SUZUKI","SWACE",43
2024,9,"SUZUKI","SWIFT",655
2024,9,"SUZUKI","SX4",552
2024,9,"SUZUKI","VITARA",787
2024,9,"TESLA","MODEL 3",608
2024,9,"TESLA","MODEL S",54
2024,9,"TESLA","MODEL X",29
2024,9,"TESLA","MODEL Y",3067
2024,9,"TOYOTA","AYGO",1271
2024,9,"TOYOTA","BZ4",115
2024,9,"TOYOTA","C-HR",865
2024,9,"TOYOTA","CAMRY",
2024,9,"TOYOTA","COROLLA",1256
2024,9,"TOYOTA","GR 86",8
2024,9,"TOYOTA","HIGHLANDER",
2024,9,"TOYOTA","LANDCRUISER",16
2024,9,"TOYOTA","MIRAI",38
2024,9,"TOYOTA","PRIUS",21
2024,9,"TOYOTA","PROACE",375
2024,9,"TOYOTA","RAV 4",511
2024,9,"TOYOTA","SUPRA",10
2024,9,"TOYOTA","YARIS",2713
2024,9,"VINFAST","VF 8",16
2024,9,"VOLVO","60",704
2024,9,"VOLVO","90",113
2024,9,"VOLVO","C40",53
2024,9,"VOLVO","EX30",507
2024,9,"VOLVO","XC40",787
2024,9,"VOLVO","XC60",1335
2024,9,"VOLVO","XC90",913
2024,9,"VW","ARTEON",91
2024,9,"VW","CADDY",1465
2024,9,"VW","CRAFTER",277
2024,9,"VW","GOLF",6286
2024,9,"VW","ID. BUZZ",595
2024,9,"VW","ID.3",1208
2024,9,"VW","ID.4, ID.5",1971
2024,9,"VW","ID.7",2673
2024,9,"VW","PASSAT",3349
2024,9,"VW","POLO",3216
2024,9,"VW","T-CROSS",1317
2024,9,"VW","T-ROC",3725
2024,9,"VW","TAIGO",1646
2024,9,"VW","TIGUAN",6735
2024,9,"VW","TOUAREG",490
2024,9,"VW","TOURAN",1936
2024,9,"VW","TRANSPORTER",1882
2024,9,"VW","UP",30
2024,9,"XPENG","G6",6
2024,9,"XPENG","G9",24
2024,9,"XPENG","P7",3
2024,10,"AIWAYS","U5",
2024,10,"ALFA ROMEO","GIULIA",72
2024,10,"ALFA ROMEO","JUNIOR",45
2024,10,"ALFA ROMEO","STELVIO",99
2024,10,"ALFA ROMEO","TONALE",100
2024,10,"ALPINE","A110",20
2024,10,"ASTON MARTIN","DBX",9
2024,10,"ASTON MARTIN","V8",
2024,10,"AUDI","A1",1179
2024,10,"AUDI","A3",2468
2024,10,"AUDI","A4",1363
2024,10,"AUDI","A5",835
2024,10,"AUDI","A6",3078
2024,10,"AUDI","A7",194
2024,10,"AUDI","A8",97
2024,10,"AUDI","E-TRON GT",108
2024,10,"AUDI","Q2",1331
2024,10,"AUDI","Q3",1693
2024,10,"AUDI","Q4",999
2024,10,"AUDI","Q5",1368
2024,10,"AUDI","Q6",461
2024,10,"AUDI","Q7",514
2024,10,"AUDI","Q8",644
2024,10,"AUDI","R8",8
2024,10,"AUDI","TT",11
2024,10,"BENTLEY","BENTAYGA",5
2024,10,"BENTLEY","CONTINENTAL",2
2024,10,"BMW","1ER",1691
2024,10,"BMW","2ER",1705
2024,10,"BMW","3ER",2365
2024,10,"BMW","4ER",1235
2024,10,"BMW","5ER",2188
2024,10,"BMW","7ER",215
2024,10,"BMW","8ER",47
2024,10,"BMW","IX",235
2024,10,"BMW","X1",3776
2024,10,"BMW","X2",747
2024,10,"BMW","X3",2385
2024,10,"BMW","X4",326
2024,10,"BMW","X5",1249
2024,10,"BMW","X6",249
2024,10,"BMW","X7",220
2024,10,"BMW","XM",108
2024,10,"BMW","Z4",154
2024,10,"BYD","ATTO 3",202
2024,10,"BYD","DOLPHIN",51
2024,10,"BYD","SEAL",55
2024,10,"BYD","SEAL U",27
2024,10,"BYD","TANG",3
2024,10,"CADILLAC","ESCALADE",7
2024,10,"CADILLAC","XT4",
2024,10,"CITROEN","BERLINGO",294
2024,10,"CITROEN","C3",127
2024,10,"CITROEN","C4",2147
2024,10,"CITROEN","C5",523
2024,10,"CITROEN","JUMPER",707
2024,10,"CITROEN","JUMPY",187
2024,10,"DACIA","DUSTER",2033
2024,10,"DACIA","JOGGER",1119
2024,10,"DACIA","LOGAN",85
2024,10,"DACIA","SANDERO",2057
2024,10,"DACIA","SPRING",289
2024,10,"DS","DS3",11
2024,10,"DS","DS4",21
2024,10,"DS","DS7 CROSSBACK",305
2024,10,"FERRARI","296",52
2024,10,"FERRARI","PORTOFINO",
2024,10,"FERRARI","PUROSANGUE",41
2024,10,"FERRARI","ROMA",20
2024,10,"FERRARI","SF90",10
2024,10,"FIAT","500",463
2024,10,"FIAT","600",842
2024,10,"FIAT","DOBLO",
2024,10,"FIAT","DUCATO",1778
2024,10,"FIAT","PANDA",477
2024,10,"FIAT","TIPO",7
2024,10,"FIAT","ULYSSE",
2024,10,"FISKER","OCEAN",
2024,10,"FORD","CAPRI",45
2024,10,"FORD","EXPLORER",544
2024,10,"FORD","FIESTA",
2024,10,"FORD","FOCUS",1702
2024,10,"FORD","GALAXY",
2024,10,"FORD","KUGA",1615
2024,10,"FORD","MUSTANG",73
2024,10,"FORD","MUSTANG MACH-E",93
2024,10,"FORD","PUMA",1387
2024,10,"FORD","S-MAX",
2024,10,"FORD","TRANSIT CONNECT",452
2024,10,"FORD","TRANSIT COURIER",345
2024,10,"FORD","TRANSIT CUSTOM",960
2024,10,"FORD","TRANSIT, TOURNEO",618
2024,10,"GWM","COFFEE 01",51
2024,10,"GWM","COFFEE 02",25
2024,10,"GWM","FUNKY CAT",131
2024,10,"GWM","ORA 07",7
2024,10,"HONDA","CIVIC",79
2024,10,"HONDA","CR-V",194
2024,10,"HONDA","E:NY1",5
2024,10,"HONDA","HR-V",135
2024,10,"HONDA","JAZZ",132
2024,10,"HONDA","ZR-V",80
2024,10,"HYUNDAI","BAYON",321
2024,10,"HYUNDAI","G70",2
2024,10,"HYUNDAI","G80",5
2024,10,"HYUNDAI","G90",3
2024,10,"HYUNDAI","GV60",16
2024,10,"HYUNDAI","GV70",30
2024,10,"HYUNDAI","GV80",2
2024,10,"HYUNDAI","I 10",1147
2024,10,"HYUNDAI","I 20",760
2024,10,"HYUNDAI","I 30",1174
2024,10,"HYUNDAI","IONIQ5",420
2024,10,"HYUNDAI","IONIQ6",113
2024,10,"HYUNDAI","KONA",1392
2024,10,"HYUNDAI","SANTA FE",190
2024,10,"HYUNDAI","STARIA",55
2024,10,"HYUNDAI","TUCSON",1531
2024,10,"INEOS","GRENADIER",38
2024,10,"IVECO","DAILY",62
2024,10,"JAGUAR","E-PACE",26
2024,10,"JAGUAR","F-PACE",61
2024,10,"JAGUAR","F-TYPE",25
2024,10,"JAGUAR","I-PACE",3
2024,10,"JAGUAR","XE",6
2024,10,"JAGUAR","XF",3
2024,10,"JEEP","AVENGER",547
2024,10,"JEEP","COMPASS",300
2024,10,"JEEP","GRAND CHEROKEE",8
2024,10,"JEEP","RENEGADE",92
2024,10,"JEEP","WRANGLER",56
2024,10,"KIA","CEED",1703
2024,10,"KIA","EV3",12
2024,10,"KIA","EV6",521
2024,10,"KIA","EV9",137
2024,10,"KIA","NIRO",354
2024,10,"KIA","PICANTO",803
2024,10,"KIA","RIO",
2024,10,"KIA","SORENTO",202
2024,10,"KIA","SOUL",90
2024,10,"KIA","SPORTAGE",1124
2024,10,"KIA","STINGER",
2024,10,"KIA","STONIC",418
2024,10,"LADA","NIVA",
2024,10,"LAMBORGHINI","URUS",27
2024,10,"LAND ROVER","DEFENDER",231
2024,10,"LAND ROVER","DISCOVERY",32
2024,10,"LAND ROVER","DISCOVERY SPORT",97
2024,10,"LAND ROVER","RANGE ROVER",121
2024,10,"LAND ROVER","RANGE ROVER EVOQUE",178
2024,10,"LAND ROVER","RANGE ROVER SPORT",146
2024,10,"LAND ROVER","RANGE ROVER VELAR",65
2024,10,"LEXUS","ES",27
2024,10,"LEXUS","LBX",181
2024,10,"LEXUS","LC",8
2024,10,"LEXUS","LM",38
2024,10,"LEXUS","NX",160
2024,10,"LEXUS","RX",87
2024,10,"LEXUS","RZ",25
2024,10,"LEXUS","UX",65
2024,10,"LOTUS","ELETRE",16
2024,10,"LOTUS","EMEYA",4
2024,10,"LOTUS","EMIRA",8
2024,10,"LUCID","AIR",129
2024,10,"LYNK & CO","01",5
2024,10,"MAN","TGE",56
2024,10,"MASERATI","GHIBLI",6
2024,10,"MASERATI","GRANTURISMO",2
2024,10,"MASERATI","GRECALE",23
2024,10,"MASERATI","LEVANTE",6
2024,10,"MAXUS","MIFA 9",5
2024,10,"MAZDA","2",393
2024,10,"MAZDA","3",499
2024,10,"MAZDA","6",69
2024,10,"MAZDA","CX-5",555
2024,10,"MAZDA","CX-30",1033
2024,10,"MAZDA","CX-60",702
2024,10,"MAZDA","CX-80",385
2024,10,"MAZDA","MX-5",95
2024,10,"MAZDA","MX-30",82
2024,10,"MERCEDES","A-KLASSE",1610
2024,10,"MERCEDES","AMG GT",72
2024,10,"MERCEDES","B-KLASSE",829
2024,10,"MERCEDES","C-KLASSE",2159
2024,10,"MERCEDES","CITAN",275
2024,10,"MERCEDES","CLA-KLASSE",1401
2024,10,"MERCEDES","CLE",742
2024,10,"MERCEDES","CLS",2
2024,10,"MERCEDES","E-KLASSE",3209
2024,10,"MERCEDES","E-KLASSE COUPE",1
2024,10,"MERCEDES","G-KLASSE",521
2024,10,"MERCEDES","GL-KLASSE, GLS",242
2024,10,"MERCEDES","GLA",2986
2024,10,"MERCEDES","GLB",1979
2024,10,"MERCEDES","GLK, GLC",2821
2024,10,"MERCEDES","ML-KLASSE, GLE",899
2024,10,"MERCEDES","S-KLASSE",450
2024,10,"MERCEDES","SL",38
2024,10,"MERCEDES","SPRINTER",613
2024,10,"MERCEDES","V-KLASSE",1789
2024,10,"MERCEDES","VITO",577
2024,10,"MG ROEWE","3",442
2024,10,"MG ROEWE","4",652
2024,10,"MG ROEWE","5",9
2024,10,"MG ROEWE","CYBERSTER",1
2024,10,"MG ROEWE","MARVEL",4
2024,10,"MG ROEWE","RX6",183
2024,10,"MG ROEWE","ZS",141
2024,10,"MINI","MINI",2696
2024,10,"MITSUBISHI","ASX",242
2024,10,"MITSUBISHI","COLT",250
2024,10,"MITSUBISHI","ECLIPSE CROSS",280
2024,10,"MITSUBISHI","MIRAGE, SPACE STAR",1217
2024,10,"NIO","EL6",6
2024,10,"NIO","EL7",
2024,10,"NIO","ES8",3
2024,10,"NIO","ET5",5
2024,10,"NIO","ET7",1
2024,10,"NISSAN","ARIYA",122
2024,10,"NISSAN","JUKE",484
2024,10,"NISSAN","LEAF",12
2024,10,"NISSAN","PRIMASTAR",105
2024,10,"NISSAN","QASHQAI",949
2024,10,"NISSAN","TOWNSTAR",220
2024,10,"NISSAN","X-TRAIL",298
2024,10,"OPEL","ASTRA",4047
2024,10,"OPEL","COMBO",105
2024,10,"OPEL","CORSA",4847
2024,10,"OPEL","CROSSLAND X",288
2024,10,"OPEL","FRONTERA",53
2024,10,"OPEL","GRANDLAND X",1653
2024,10,"OPEL","MOKKA",2010
2024,10,"OPEL","MOVANO",34
2024,10,"OPEL","VIVARO",8
2024,10,"OPEL","ZAFIRA LIFE",192
2024,10,"PEUGEOT","208",2759
2024,10,"PEUGEOT","308",1176
2024,10,"PEUGEOT","408",243
2024,10,"PEUGEOT","508",256
2024,10,"PEUGEOT","2008",1160
2024,10,"PEUGEOT","3008",731
2024,10,"PEUGEOT","5008",674
2024,10,"PEUGEOT","BOXER",189
2024,10,"PEUGEOT","EXPERT",25
2024,10,"PEUGEOT","RIFTER",31
2024,10,"POLESTAR","2",58
2024,10,"POLESTAR","3",22
2024,10,"POLESTAR","4",72
2024,10,"PORSCHE","911",594
2024,10,"PORSCHE","BOXSTER",22
2024,10,"PORSCHE","CAYENNE",566
2024,10,"PORSCHE","CAYMAN",62
2024,10,"PORSCHE","MACAN",863
2024,10,"PORSCHE","PANAMERA",215
2024,10,"PORSCHE","TAYCAN",440
2024,10,"RENAULT","ARKANA",312
2024,10,"RENAULT","AUSTRAL",833
2024,10,"RENAULT","CAPTUR",932
2024,10,"RENAULT","CLIO",1085
2024,10,"RENAULT","ESPACE",271
2024,10,"RENAULT","KANGOO",418
2024,10,"RENAULT","KOLEOS",3
2024,10,"RENAULT","MASTER",105
2024,10,"RENAULT","MEGANE",146
2024,10,"RENAULT","R5",160
2024,10,"RENAULT","RAFALE",246
2024,10,"RENAULT","SCENIC",285
2024,10,"RENAULT","SYMBIOZ",185
2024,10,"RENAULT","TRAFIC",386
2024,10,"RENAULT","TWINGO",31
2024,10,"RENAULT","ZOE",16
2024,10,"ROLLS ROYCE","CULLINAN",2
2024,10,"ROLLS ROYCE","SPECTRE",9
2024,10,"SEAT","ARONA",1172
2024,10,"SEAT","ATECA",1874
2024,10,"SEAT","BORN",1950
2024,10,"SEAT","FORMENTOR",1927
2024,10,"SEAT","IBIZA",1392
2024,10,"SEAT","LEON",2656
2024,10,"SEAT","TARRACO",181
2024,10,"SEAT","TAVASCAN",276
2024,10,"SEAT","TERRAMAR",339
2024,10,"SKODA","ENYAQ",3312
2024,10,"SKODA","FABIA",1857
2024,10,"SKODA","KAMIQ",1810
2024,10,"SKODA","KAROQ",2677
2024,10,"SKODA","KODIAQ",2210
2024,10,"SKODA","OCTAVIA",3825
2024,10,"SKODA","SCALA",698
2024,10,"SKODA","SUPERB",1595
2024,10,"SMART","1",627
2024,10,"SMART","3",224
2024,10,"SMART","FORTWO",
2024,10,"SSANGYONG","KORANDO",24
2024,10,"SSANGYONG","REXTON",40
2024,10,"SSANGYONG","TIVOLI",42
2024,10,"SSANGYONG","TORRES",30
2024,10,"SUBARU","BRZ",31
2024,10,"SUBARU","FORESTER",128
2024,10,"SUBARU","IMPREZA",7
2024,10,"SUBARU","OUTBACK",97
2024,10,"SUBARU","SOLTERRA",13
2024,10,"SUBARU","XV",110
2024,10,"SUZUKI","ACROSS",29
2024,10,"SUZUKI","IGNIS",277
2024,10,"SUZUKI","JIMNY",
2024,10,"SUZUKI","SWACE",36
2024,10,"SUZUKI","SWIFT",874
2024,10,"SUZUKI","SX4",154
2024,10,"SUZUKI","VITARA",420
2024,10,"TESLA","MODEL 3",313
2024,10,"TESLA","MODEL S",12
2024,10,"TESLA","MODEL X",13
2024,10,"TESLA","MODEL Y",1276
2024,10,"TOYOTA","AYGO",1324
2024,10,"TOYOTA","BZ4",161
2024,10,"TOYOTA","C-HR",1252
2024,10,"TOYOTA","CAMRY",
2024,10,"TOYOTA","COROLLA",1975
2024,10,"TOYOTA","GR 86",5
2024,10,"TOYOTA","HIGHLANDER",1
2024,10,"TOYOTA","LANDCRUISER",240
2024,10,"TOYOTA","MIRAI",14
2024,10,"TOYOTA","PRIUS",18
2024,10,"TOYOTA","PROACE",518
2024,10,"TOYOTA","RAV 4",575
2024,10,"TOYOTA","SUPRA",8
2024,10,"TOYOTA","YARIS",3047
2024,10,"VINFAST","VF 8",20
2024,10,"VOLVO","60",640
2024,10,"VOLVO","90",108
2024,10,"VOLVO","C40",44
2024,10,"VOLVO","EX30",499
2024,10,"VOLVO","EX90",17
2024,10,"VOLVO","XC40",877
2024,10,"VOLVO","XC60",1936
2024,10,"VOLVO","XC90",966
2024,10,"VW","ARTEON",272
2024,10,"VW","CADDY",1831
2024,10,"VW","CRAFTER",275
2024,10,"VW","GOLF",7015
2024,10,"VW","ID. BUZZ",749
2024,10,"VW","ID.3",1285
2024,10,"VW","ID.4, ID.5",2174
2024,10,"VW","ID.7",2427
2024,10,"VW","PASSAT",3720
2024,10,"VW","POLO",2744
2024,10,"VW","T-CROSS",1908
2024,10,"VW","T-ROC",5646
2024,10,"VW","TAIGO",2171
2024,10,"VW","TIGUAN",6657
2024,10,"VW","TOUAREG",615
2024,10,"VW","TOURAN",2182
2024,10,"VW","TRANSPORTER",2220
2024,10,"VW","UP",20
2024,10,"XPENG","G6",41
2024,10,"XPENG","G9",58
2024,10,"XPENG","P7",1
2024,11,"AIWAYS","U5",
2024,11,"ALFA ROMEO","GIULIA",99
2024,11,"ALFA ROMEO","JUNIOR",128
2024,11,"ALFA ROMEO","STELVIO",112
2024,11,"ALFA ROMEO","TONALE",142
2024,11,"ALPINE","A110",22
2024,11,"ASTON MARTIN","DBX",2
2024,11,"ASTON MARTIN","V8",
2024,11,"AUDI","A1",1486
2024,11,"AUDI","A3",2635
2024,11,"AUDI","A4",1218
2024,11,"AUDI","A5",1582
2024,11,"AUDI","A6",2930
2024,11,"AUDI","A7",200
2024,11,"AUDI","A8",132
2024,11,"AUDI","E-TRON GT",56
2024,11,"AUDI","Q2",1276
2024,11,"AUDI","Q3",1282
2024,11,"AUDI","Q4",821
2024,11,"AUDI","Q5",1680
2024,11,"AUDI","Q6",632
2024,11,"AUDI","Q7",610
2024,11,"AUDI","Q8",746
2024,11,"AUDI","R8",6
2024,11,"AUDI","TT",9
2024,11,"BENTLEY","BENTAYGA",14
2024,11,"BENTLEY","CONTINENTAL",54
2024,11,"BMW","1ER",1712
2024,11,"BMW","2ER",1937
2024,11,"BMW","3ER",3273
2024,11,"BMW","4ER",2057
2024,11,"BMW","5ER",3745
2024,11,"BMW","7ER",310
2024,11,"BMW","8ER",70
2024,11,"BMW","IX",298
2024,11,"BMW","X1",3577
2024,11,"BMW","X2",806
2024,11,"BMW","X3",2095
2024,11,"BMW","X4",446
2024,11,"BMW","X5",1293
2024,11,"BMW","X6",293
2024,11,"BMW","X7",271
2024,11,"BMW","XM",91
2024,11,"BMW","Z4",135
2024,11,"BYD","ATTO 3",202
2024,11,"BYD","DOLPHIN",38
2024,11,"BYD","SEAL",34
2024,11,"BYD","SEAL U",92
2024,11,"BYD","SEALION 7",50
2024,11,"BYD","TANG",2
2024,11,"CADILLAC","ESCALADE",9
2024,11,"CADILLAC","XT4",
2024,11,"CITROEN","BERLINGO",244
2024,11,"CITROEN","C3",438
2024,11,"CITROEN","C4",1029
2024,11,"CITROEN","C5",1368
2024,11,"CITROEN","JUMPER",600
2024,11,"CITROEN","JUMPY",204
2024,11,"DACIA","DUSTER",1844
2024,11,"DACIA","JOGGER",1194
2024,11,"DACIA","LOGAN",18
2024,11,"DACIA","SANDERO",2385
2024,11,"DACIA","SPRING",288
2024,11,"DS","DS3",85
2024,11,"DS","DS4",59
2024,11,"DS","DS7 CROSSBACK",398
2024,11,"DS","DS9",6
2024,11,"FERRARI","296",27
2024,11,"FERRARI","PORTOFINO",
2024,11,"FERRARI","PUROSANGUE",37
2024,11,"FERRARI","ROMA",19
2024,11,"FERRARI","SF90",11
2024,11,"FIAT","500",135
2024,11,"FIAT","600",903
2024,11,"FIAT","DOBLO",2
2024,11,"FIAT","DUCATO",1386
2024,11,"FIAT","PANDA",602
2024,11,"FIAT","TIPO",32
2024,11,"FIAT","ULYSSE",2
2024,11,"FISKER","OCEAN",
2024,11,"FORD","CAPRI",107
2024,11,"FORD","EXPLORER",486
2024,11,"FORD","FIESTA",
2024,11,"FORD","FOCUS",1534
2024,11,"FORD","GALAXY",
2024,11,"FORD","KUGA",1663
2024,11,"FORD","MUSTANG",74
2024,11,"FORD","MUSTANG MACH-E",93
2024,11,"FORD","PUMA",1237
2024,11,"FORD","S-MAX",
2024,11,"FORD","TRANSIT CONNECT",555
2024,11,"FORD","TRANSIT COURIER",489
2024,11,"FORD","TRANSIT CUSTOM",1182
2024,11,"FORD","TRANSIT, TOURNEO",490
2024,11,"GWM","COFFEE 01",41
2024,11,"GWM","COFFEE 02",19
2024,11,"GWM","FUNKY CAT",130
2024,11,"GWM","ORA 07",5
2024,11,"HONDA","CIVIC",26
2024,11,"HONDA","CR-V",84
2024,11,"HONDA","E:NY1",5
2024,11,"HONDA","HR-V",92
2024,11,"HONDA","JAZZ",96
2024,11,"HONDA","ZR-V",24
2024,11,"HYUNDAI","BAYON",335
2024,11,"HYUNDAI","G70",54
2024,11,"HYUNDAI","G80",8
2024,11,"HYUNDAI","G90",6
2024,11,"HYUNDAI","GV60",14
2024,11,"HYUNDAI","GV70",157
2024,11,"HYUNDAI","GV80",11
2024,11,"HYUNDAI","I 10",1273
2024,11,"HYUNDAI","I 20",608
2024,11,"HYUNDAI","I 30",1469
2024,11,"HYUNDAI","IONIQ5",333
2024,11,"HYUNDAI","IONIQ6",65
2024,11,"HYUNDAI","KONA",1064
2024,11,"HYUNDAI","SANTA FE",184
2024,11,"HYUNDAI","STARIA",252
2024,11,"HYUNDAI","TUCSON",2048
2024,11,"INEOS","GRENADIER",34
2024,11,"IVECO","DAILY",54
2024,11,"JAGUAR","E-PACE",52
2024,11,"JAGUAR","F-PACE",89
2024,11,"JAGUAR","F-TYPE",83
2024,11,"JAGUAR","I-PACE",6
2024,11,"JAGUAR","XE",3
2024,11,"JAGUAR","XF",14
2024,11,"JEEP","AVENGER",636
2024,11,"JEEP","COMPASS",299
2024,11,"JEEP","GRAND CHEROKEE",4
2024,11,"JEEP","RENEGADE",65
2024,11,"JEEP","WRANGLER",101
2024,11,"KIA","CEED",1182
2024,11,"KIA","EV3",287
2024,11,"KIA","EV6",369
2024,11,"KIA","EV9",111
2024,11,"KIA","NIRO",278
2024,11,"KIA","PICANTO",1119
2024,11,"KIA","RIO",
2024,11,"KIA","SORENTO",141
2024,11,"KIA","SOUL",23
2024,11,"KIA","SPORTAGE",1075
2024,11,"KIA","STINGER",
2024,11,"KIA","STONIC",512
2024,11,"LADA","NIVA",
2024,11,"LAMBORGHINI","URUS",20
2024,11,"LAND ROVER","DEFENDER",332
2024,11,"LAND ROVER","DISCOVERY",31
2024,11,"LAND ROVER","DISCOVERY SPORT",89
2024,11,"LAND ROVER","RANGE ROVER",116
2024,11,"LAND ROVER","RANGE ROVER EVOQUE",191
2024,11,"LAND ROVER","RANGE ROVER SPORT",148
2024,11,"LAND ROVER","RANGE ROVER VELAR",110
2024,11,"LEAPMOTOR","C10",9
2024,11,"LEAPMOTOR","T03",105
2024,11,"LEXUS","ES",26
2024,11,"LEXUS","LBX",134
2024,11,"LEXUS","LC",15
2024,11,"LEXUS","LM",28
2024,11,"LEXUS","NX",177
2024,11,"LEXUS","RX",102
2024,11,"LEXUS","RZ",19
2024,11,"LEXUS","UX",58
2024,11,"LOTUS","ELETRE",22
2024,11,"LOTUS","EMEYA",4
2024,11,"LOTUS","EMIRA",11
2024,11,"LUCID","AIR",116
2024,11,"LYNK & CO","01",1
2024,11,"MAN","TGE",117
2024,11,"MASERATI","GHIBLI",1
2024,11,"MASERATI","GRANTURISMO",1
2024,11,"MASERATI","GRECALE",17
2024,11,"MASERATI","LEVANTE",2
2024,11,"MAXUS","MIFA 9",1
2024,11,"MAZDA","2",431
2024,11,"MAZDA","3",307
2024,11,"MAZDA","6",124
2024,11,"MAZDA","CX-5",706
2024,11,"MAZDA","CX-30",778
2024,11,"MAZDA","CX-60",731
2024,11,"MAZDA","CX-80",136
2024,11,"MAZDA","MX-5",76
2024,11,"MAZDA","MX-30",173
2024,11,"MERCEDES","A-KLASSE",2024
2024,11,"MERCEDES","AMG GT",93
2024,11,"MERCEDES","B-KLASSE",336
2024,11,"MERCEDES","C-KLASSE",2690
2024,11,"MERCEDES","CITAN",536
2024,11,"MERCEDES","CLA-KLASSE",1674
2024,11,"MERCEDES","CLE",779
2024,11,"MERCEDES","CLS",
2024,11,"MERCEDES","E-KLASSE",3564
2024,11,"MERCEDES","E-KLASSE COUPE",1
2024,11,"MERCEDES","G-KLASSE",579
2024,11,"MERCEDES","GL-KLASSE, GLS",197
2024,11,"MERCEDES","GLA",3647
2024,11,"MERCEDES","GLB",1653
2024,11,"MERCEDES","GLK, GLC",3442
2024,11,"MERCEDES","ML-KLASSE, GLE",806
2024,11,"MERCEDES","S-KLASSE",369
2024,11,"MERCEDES","SL",36
2024,11,"MERCEDES","SPRINTER",654
2024,11,"MERCEDES","V-KLASSE",1984
2024,11,"MERCEDES","VITO",796
2024,11,"MG ROEWE","3",407
2024,11,"MG ROEWE","4",273
2024,11,"MG ROEWE","5",13
2024,11,"MG ROEWE","CYBERSTER",3
2024,11,"MG ROEWE","MARVEL",3
2024,11,"MG ROEWE","RX6",123
2024,11,"MG ROEWE","ZS",135
2024,11,"MINI","MINI",3049
2024,11,"MITSUBISHI","ASX",217
2024,11,"MITSUBISHI","COLT",213
2024,11,"MITSUBISHI","ECLIPSE CROSS",771
2024,11,"MITSUBISHI","MIRAGE, SPACE STAR",898
2024,11,"NIO","EL6",6
2024,11,"NIO","EL7",
